id	organization	documents	citations	total link strength
17341	"vietnamese academy of science and technology institute of tropical biology, dalat, viet nam"	55	756	170
17346	"vietnamese-german university, thu dau mot, viet nam"	6	168	12
17357	"vinh university, vinh, viet nam"	5	75	5
17363	"vinuniversity, hanoi, viet nam"	17	148	31
17378	"viện khoa học và công nghệ tính toán, ho chi minh city, viet nam"	12	409	29
17386	"vnu university of economics and business, hanoi, viet nam"	9	302	18
17387	"vnu-university of medicine and pharmacy, hanoi, viet nam"	11	154	23
17388	"vnuhcm - university of information technology, ho chi minh city, viet nam"	22	164	56
17414	"waseda university, tokyo, japan"	30	948	64
17420	"water and environmental engineering, nagasaki university, nagasaki, japan"	6	113	22
17423	"water engineering and management, asian institute of technology thailand, khlong luang, thailand"	7	300	28
17432	"water resources research center, disaster prevention research institute, uji, japan"	6	233	18
17433	"water resources research center, kyoto university, kyoto, japan"	14	636	26
17507	"wuhan university, wuhan, china"	5	66	20
17530	"yale school of medicine, new haven, united states"	9	562	28
17536	"yamagata university, yamagata, japan"	7	90	6
17538	"yamaguchi university, yamaguchi, japan"	22	113	43
17554	"yokohama city university, yokohama, japan"	21	240	119
17555	"yokohama national university faculty of business administration, yokohama, japan"	7	314	6
17556	"yokohama national university, yokohama, japan"	19	324	25
17577	"yurin hospital, tokyo, japan"	5	52	17
17578	"zagazig university, faculty of medicine, zagazig, egypt"	7	267	45
17586	"zhejiang university, hangzhou, china"	6	227	17
17592	"zoological institute of the russian academy of sciences, saint petersburg, russian federation"	9	197	31
17615	"đại học công nghệ giao thông vận tải, hanoi, viet nam"	49	2952	143
17616	"đại học mở thành phố hồ chí minh, ho chi minh city, viet nam"	12	289	29
